time_s,finger,width_mm,length_mm,c_curve_mm,arc_radius_mm,scan_px,poly_px,status
176.57,thumb,,,,,,,index 5 is out of bounds for axis 0 with size 5
176.76,thumb,,,,,,,No finger detected.
177.37,thumb,0.51,0.5,2.0,1.02,5.0,4,ok
177.77,thumb,0.51,0.5,2.0,1.02,5.0,4,ok
178.36,thumb,0.51,0.5,2.0,1.02,5.0,4,ok
178.57,thumb,,,,,,,No finger detected.
178.97,thumb,0.46,0.5,2.0,1.01,4.6,4,ok
179.16,thumb,,,,,,,No finger detected.
179.77,thumb,0.51,0.5,2.0,1.02,5.0,4,ok
179.96,thumb,,,,,,,No finger detected.
180.17,thumb,,,,,,,No finger detected.
180.36,thumb,,,,,,,No finger detected.
180.57,thumb,,,,,,,No finger detected.
180.76,thumb,,,,,,,No finger detected.
180.97,thumb,,,,,,,No finger detected.
181.37,thumb,,,,,,,No finger detected.
181.56,thumb,,,,,,,No finger detected.
181.77,thumb,,,,,,,No finger detected.
181.96,thumb,,,,,,,No finger detected.
182.17,thumb,,,,,,,No finger detected.
182.36,thumb,,,,,,,No finger detected.
182.57,thumb,,,,,,,No finger detected.
182.76,thumb,,,,,,,No finger detected.
182.97,thumb,,,,,,,No finger detected.
183.17,thumb,,,,,,,No finger detected.
183.37,thumb,,,,,,,No finger detected.
183.56,thumb,,,,,,,No finger detected.
183.77,thumb,,,,,,,No finger detected.
183.96,thumb,,,,,,,No finger detected.
184.17,thumb,,,,,,,No finger detected.
184.36,thumb,,,,,,,No finger detected.
184.57,thumb,,,,,,,No finger detected.
184.76,thumb,,,,,,,No finger detected.
184.97,thumb,,,,,,,No finger detected.
185.17,thumb,,,,,,,No finger detected.
185.37,thumb,,,,,,,No finger detected.
185.57,thumb,,,,,,,No finger detected.
185.77,thumb,,,,,,,No finger detected.
185.97,thumb,,,,,,,No finger detected.
186.17,thumb,,,,,,,No finger detected.
186.36,thumb,,,,,,,No finger detected.
186.57,thumb,,,,,,,No finger detected.
186.76,thumb,,,,,,,No finger detected.
186.97,thumb,,,,,,,No finger detected.
187.16,thumb,,,,,,,No finger detected.
187.37,thumb,,,,,,,No finger detected.
187.57,thumb,,,,,,,No finger detected.
187.77,thumb,,,,,,,No finger detected.
187.97,thumb,,,,,,,No finger detected.
188.17,thumb,,,,,,,No finger detected.
188.36,thumb,,,,,,,No finger detected.
188.57,thumb,,,,,,,No finger detected.
188.76,thumb,,,,,,,No finger detected.
188.97,thumb,,,,,,,No finger detected.
189.17,thumb,,,,,,,No finger detected.
189.37,thumb,,,,,,,No finger detected.
189.57,thumb,,,,,,,No finger detected.
189.77,thumb,,,,,,,No finger detected.
189.96,thumb,,,,,,,No finger detected.
190.17,thumb,,,,,,,No finger detected.
190.37,thumb,,,,,,,No finger detected.
190.57,thumb,,,,,,,No finger detected.
190.76,thumb,,,,,,,No finger detected.
190.97,thumb,,,,,,,No finger detected.
191.16,thumb,,,,,,,No finger detected.
191.37,thumb,,,,,,,No finger detected.
191.56,thumb,,,,,,,No finger detected.
191.76,thumb,,,,,,,No finger detected.
191.96,thumb,,,,,,,No finger detected.
192.17,thumb,,,,,,,No finger detected.
192.36,thumb,,,,,,,No finger detected.
192.57,thumb,,,,,,,No finger detected.
192.76,thumb,,,,,,,No finger detected.
192.96,thumb,,,,,,,No finger detected.
193.16,thumb,,,,,,,No finger detected.
193.35,thumb,,,,,,,No finger detected.
193.56,thumb,,,,,,,No finger detected.
193.75,thumb,,,,,,,No finger detected.
193.96,thumb,,,,,,,No finger detected.
194.37,thumb,,,,,,,No finger detected.
194.95,thumb,,,,,,,No finger detected.
195.17,thumb,,,,,,,No finger detected.
195.35,thumb,,,,,,,No finger detected.
195.56,thumb,,,,,,,No finger detected.
195.75,thumb,,,,,,,No finger detected.
195.96,thumb,,,,,,,No finger detected.
196.15,thumb,,,,,,,No finger detected.
196.37,thumb,,,,,,,No finger detected.
196.55,thumb,,,,,,,No finger detected.
196.76,thumb,,,,,,,No finger detected.
196.96,thumb,,,,,,,No finger detected.
197.17,thumb,,,,,,,No finger detected.
197.35,thumb,,,,,,,No finger detected.
197.56,thumb,,,,,,,No finger detected.
197.75,thumb,,,,,,,No finger detected.
197.96,thumb,,,,,,,No finger detected.
198.36,thumb,,,,,,,No finger detected.
198.55,thumb,,,,,,,No finger detected.
198.76,thumb,,,,,,,No finger detected.
198.95,thumb,,,,,,,No finger detected.
199.16,thumb,,,,,,,No finger detected.
199.35,thumb,,,,,,,No finger detected.
199.56,thumb,,,,,,,No finger detected.
199.76,thumb,,,,,,,No finger detected.
200.36,thumb,12.25,12.98,1.23,17.16,126.8,125,ok
200.76,thumb,13.59,14.87,1.82,13.6,135.3,163,ok
201.16,thumb,18.08,18.91,1.99,11.6,129.2,179,ok
201.75,thumb,13.98,15.38,1.95,10.36,120.4,144,ok
202.16,thumb,15.14,17.08,1.72,10.95,117.3,150,ok
202.76,thumb,15.0,16.66,1.77,10.82,118.2,150,ok
203.35,thumb,14.05,15.37,1.73,11.06,118.2,148,ok
203.76,thumb,15.24,16.76,1.66,11.46,118.4,150,ok
204.36,thumb,15.24,16.76,1.6,11.72,117.8,150,ok
204.96,thumb,11.9,12.13,1.51,12.48,118.7,132,ok
205.36,thumb,11.82,12.14,1.52,12.25,117.8,131,ok
205.96,thumb,14.3,15.76,1.64,11.56,118.3,144,ok
206.55,thumb,14.65,16.14,1.62,11.72,118.6,148,ok
206.96,thumb,11.98,12.23,1.53,12.5,119.5,134,ok
207.57,thumb,13.99,15.34,1.6,11.94,119.1,142,ok
208.15,thumb,12.04,12.53,1.5,12.82,120.1,139,ok
208.56,thumb,13.08,15.15,1.38,13.87,120.2,132,ok
209.16,thumb,13.34,15.04,1.35,14.1,120.1,135,ok
209.75,thumb,13.03,15.04,1.34,14.0,119.3,132,ok
210.36,thumb,12.03,12.41,1.51,12.73,120.1,135,ok
